genome,domain,phylum,class,order,family,genus,species,source,assembly,accession,sample,substrate,country,origin,assign,database
ZhaoCC_2020__SRS5803193__bin.14,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,Erysipelothrix sp. 1,Carlino et al. 2024,MAG,NA,hongeo,seafood,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
ZhaoCC_2020__SRS5803194__bin.17,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,Erysipelothrix sp. 2,Carlino et al. 2024,MAG,NA,hongeo,seafood,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_xxxx__AF43__bin.12,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,Erysipelothrix sp. 3,Carlino et al. 2024,MAG,NA,pentaclehtra_macrophylla_oil_bean,seed,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_2020__ERS3967688__bin.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Carlino et al. 2024,MAG,NA,wagashi,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MortensenS_xxxx__WK020-1-L-08h-02E5_S101__bin.6,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ethanoligenenaceae,Ethanoligenens,Ethanoligenens sp. 1,Carlino et al. 2024,MAG,NA,water_kefir_figs_fresh_liquid,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MortensenS_xxxx__WK034-1-L-08h-03C4_S41__bin.7,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ethanoligenenaceae,Ethanoligenens,Ethanoligenens sp. 2,Carlino et al. 2024,MAG,NA,water_kefir_figs_fresh_liquid,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_2020__ERS3967715__bin.12,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ethanoligenenaceae,Ethanoligenens,Ethanoligenens sp. 3,Carlino et al. 2024,MAG,NA,water_kefir_lemon,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
AlvarezOrdonezA_xxxx__C02-19__bin.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Ewingella,Ewingella americana,Carlino et al. 2024,MAG,NA,cured_meat_after_ripening,meat,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_2__Q-17__bin.6,Bacteria,Bacillota,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium,Exiguobacterium chiriqhucha,Carlino et al. 2024,MAG,NA,pre_processed_vegetables,vegetable,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
Nixt_bin.2,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium,Exiguobacterium sp902362975,Kothe et al. 2023a,MAG,NA,nixtamalized yellow pea miso,legumes,Denmark,"Copenhagen, Denmark",prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_2__Q-16__bin.9,Bacteria,Bacillota,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium_A,Exiguobacterium_A indicum,Carlino et al. 2024,MAG,NA,pre_processed_vegetables,vegetable,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_xxxx__AF59__bin.8,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Falsochrobactrum,Falsochrobactrum shanghaiense,Carlino et al. 2024,MAG,NA,pentaclehtra_macrophylla_oil_bean,seed,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.19,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,family Actinomycetaceae,family Actinomycetaceae sp.,Carlino et al. 2024,MAG,NA,ripened_cheese_d2_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
ZhaoCC_2020__SRS5803192__bin.31,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,family Amphibacillaceae,family Amphibacillaceae sp. 1,Carlino et al. 2024,MAG,NA,hongeo,seafood,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
ZhaoCC_2020__SRS5803191__bin.31,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,family Amphibacillaceae,family Amphibacillaceae sp. 2,Carlino et al. 2024,MAG,NA,hongeo,seafood,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_1__VB14-F-BR__bin.39,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Beutenbergiaceae,family Beutenbergiaceae,family Amphibacillaceae sp. 3,Carlino et al. 2024,MAG,NA,ripened_cheese_b_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_2__VB01-30__bin.8,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Beutenbergiaceae,family Beutenbergiaceae,family Amphibacillaceae sp. 4,Carlino et al. 2024,MAG,NA,ripened_cheese_b_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
ArikanM_2020__ERS1939655__bin.3,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,family Burkholderiaceae_B,family Burkholderiaceae_B sp.,Carlino et al. 2024,MAG,NA,kombucha,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_1__VB-06-AD__bin.9,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,family Carnobacteriaceae,family Carnobacteriaceae sp.,Carlino et al. 2024,MAG,NA,ripened_cheese_d2_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
ZhaoCC_2020__SRS5803193__bin.7,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Cellulosilyticaceae,family Cellulosilyticaceae,family Cellulosilyticaceae sp. 1,Carlino et al. 2024,MAG,NA,hongeo,seafood,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
ZhaoCC_2020__SRS5803194__bin.11,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Cellulosilyticaceae,family Cellulosilyticaceae,family Cellulosilyticaceae sp. 2,Carlino et al. 2024,MAG,NA,hongeo,seafood,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_xxxx__AF68__bin.13,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,family Lactobacillaceae,family Lactobacillaceae sp.,Carlino et al. 2024,MAG,NA,malted_maize_zea_mays,grains,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_CSIC_2__P2517__bin.25,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Microbacteriaceae,family Microbacteriaceae,family Microbacteriaceae sp. 1,Carlino et al. 2024,MAG,NA,whey,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
YulandiA_2020__SRS6115053__bin.17,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Microbacteriaceae,family Microbacteriaceae,family Microbacteriaceae sp. 2,Carlino et al. 2024,MAG,NA,tempeh,legumes,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_CSIC_2__P2517__bin.13,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Microbacteriaceae,family Microbacteriaceae,family Microbacteriaceae sp. 3,Carlino et al. 2024,MAG,NA,whey,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_1__VB-08-AG__bin.20,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,family Micrococcaceae,family Micrococcaceae sp.,Carlino et al. 2024,MAG,NA,ripened_cheese_c2_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_1__FO007_71775__bin.37,Bacteria,Bacillota_A,Clostridia,Tissierellales,Peptoniphilaceae,family Peptoniphilaceae,family Peptoniphilaceae sp. 1,Carlino et al. 2024,MAG,NA,fontina,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_xxxx__AF15__bin.7,Bacteria,Bacillota_A,Clostridia,Tissierellales,Peptoniphilaceae,family Peptoniphilaceae,family Peptoniphilaceae sp. 2,Carlino et al. 2024,MAG,NA,melon_seeds,vegetable,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_2__VB16-30__bin.16,Bacteria,Actinomycetota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,family Propionibacteriaceae,family Propionibacteriaceae sp.,Carlino et al. 2024,MAG,NA,ripened_cheese_b_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LiZ_2018__SRS2920551__bin.24,Bacteria,Bacillota,Bacilli,Bacillales_K,Sporolactobacillaceae,family Sporolactobacillaceae,family Sporolactobacillaceae sp.,Carlino et al. 2024,MAG,NA,pu-erh_tea,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
ZhaoCC_2020__SRS5803192__bin.11,Bacteria,Bacillota_A,Clostridia,Tissierellales,Tissierellaceae,family Tissierellaceae,family Tissierellaceae sp. 1,Carlino et al. 2024,MAG,NA,hongeo,seafood,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
ZhaoCC_2020__SRS5803193__bin.13,Bacteria,Bacillota_A,Clostridia,Tissierellales,Tissierellaceae,family Tissierellaceae,family Tissierellaceae sp. 2,Carlino et al. 2024,MAG,NA,hongeo,seafood,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
ZhaoCC_2020__SRS5803195__bin.23,Bacteria,Bacillota_A,Clostridia,Tissierellales,Tissierellaceae,family Tissierellaceae,family Tissierellaceae sp. 3,Carlino et al. 2024,MAG,NA,hongeo,seafood,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_1__GO004_71775__bin.2,Bacteria,Bacillota_A,Clostridia,Tissierellales,Tissierellaceae,family Tissierellaceae,family Tissierellaceae sp. 4,Carlino et al. 2024,MAG,NA,gorgonzola,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
ZhaoCC_2020__SRS5803192__bin.16,Bacteria,Bacillota_A,Clostridia,Tissierellales,Tissierellaceae,family Tissierellaceae,family Tissierellaceae sp. 5,Carlino et al. 2024,MAG,NA,hongeo,seafood,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
ZhaoCC_2020__SRS5803193__bin.3,Bacteria,Bacillota_A,Clostridia,Tissierellales,Tissierellaceae,family Tissierellaceae,family Tissierellaceae sp. 6,Carlino et al. 2024,MAG,NA,hongeo,seafood,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
ZhaoCC_2020__SRS5803194__bin.24,Bacteria,Bacillota_A,Clostridia,Tissierellales,Tissierellaceae,family Tissierellaceae,family Tissierellaceae sp. 7,Carlino et al. 2024,MAG,NA,hongeo,seafood,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_TEAGASC_1__TGS15-30__bin.21,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1547,family UBA1547,family UBA1547 sp.,Carlino et al. 2024,MAG,NA,cheese_2_after_ripening;rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
DeFilippisF_xxxx__DF_59__bin.13,Bacteria,Bacillota,Bacilli,Lactobacillales,Vagococcaceae,family Vagococcaceae,family Vagococcaceae sp.,Carlino et al. 2024,MAG,NA,gorgonzola,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_2__VB15-29__bin.12,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Flaviflexus,Flaviflexus ciconiae,Carlino et al. 2024,MAG,NA,ripened_cheese_a_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_1__VB-14D__bin.5,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Flaviflexus,Flaviflexus sp.,Carlino et al. 2024,MAG,NA,ripened_cheese_d1_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_1__RC17-032__bin.10,Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,Fodinibius,Fodinibius sp.,Carlino et al. 2024,MAG,NA,brine,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_CSIC_1__P2136_73322__bin.21,Bacteria,Pseudomonadota,Alphaproteobacteria,Kiloniellales,DSM-21159,Fodinicurvata,Fodinicurvata sp. 1,Carlino et al. 2024,MAG,NA,brine,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_CSIC_1__P2137_73322__bin.46,Bacteria,Pseudomonadota,Alphaproteobacteria,Kiloniellales,DSM-21159,Fodinicurvata,Fodinicurvata sp. 2,Carlino et al. 2024,MAG,NA,brine,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
PothakosV_2020__ERS2068301__bin.27,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Frateuria,Frateuria sp.,Carlino et al. 2024,MAG,NA,coffee_arabica,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_2__Q-18__bin.16,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Microbacteriaceae,Frigoribacterium,Frigoribacterium sp014842255,Carlino et al. 2024,MAG,NA,post_processed_vegetables,vegetable,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_001436645.1_ASM143664v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus florum,NCBI,RefSeq,GCF_001436645.1,Peony (Paeonia suffruticosa),NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
ODFM-BA-A-0177-001_Lactobacillus_homohiochii_DSM_20571,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus fructivorans,Whon et al. 2021,draft,NA,sake,grains,Japan,Japan,prokaryote,MiFoDB_gamma_v1_prok
GCF_024029915.1_ASM2402991v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus ixorae,NCBI,RefSeq,GCF_024029915.1,Flower (West-Indian jasmine),NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_001702115.1_ASM170211v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus lindneri,NCBI,RefSeq,GCF_001702115.1,Beer,grains,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LandisEA_2021__SRS5653399__bin.4,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus sanfranciscensis,Carlino et al. 2024,MAG,NA,sourdough_starter,grains,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
ChaconVargasK_2020__SRS6087090__bin.7,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,Fructilactobacillus sp.,Carlino et al. 2024,MAG,NA,aguamiel_pulque,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_900112405.1_IMG-taxon_2603880187_annotated_assembly_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructobacillus,Fructobacillus durionis,NCBI,RefSeq,GCF_900112405.1,Type material of Fructobacillus durionis,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_001047075.2_ASM104707v2_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructobacillus,Fructobacillus ficulneus,NCBI,RefSeq,GCF_001047075.2,Fig,fruit,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_014489725.1_ASM1448972v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructobacillus,Fructobacillus fructosus,NCBI,RefSeq,GCF_014489725.1,Plant,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_001047115.2_ASM104711v2_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructobacillus,Fructobacillus pseudoficulneus,NCBI,RefSeq,GCF_001047115.2,Fig,fruit,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_xxxx__AF72__bin.3,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Fructobacillus,Fructobacillus sp. 1,Carlino et al. 2024,MAG,NA,ripe_plantain,grains,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_xxxx__AF21__bin.7,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Fructobacillus,Fructobacillus sp. 2,Carlino et al. 2024,MAG,NA,palm_tree,fruit,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_xxxx__AF55__bin.3,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Fructobacillus,Fructobacillus sp. 3,Carlino et al. 2024,MAG,NA,palm_sap,fruit,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_016860625.1_ASM1686062v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructobacillus,Fructobacillus tropaeoli,NCBI,RefSeq,GCF_016860625.1,Flower,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LandisEA_2021__SRS5653152__bin.2,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Furfurilactobacillus,Furfurilactobacillus milii,Carlino et al. 2024,MAG,NA,sourdough_starter,grains,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_013394005.1_ASM1339400v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Furfurilactobacillus,Furfurilactobacillus rossiae,NCBI,RefSeq,GCF_013394005.1,Swine gut,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
GCF_007989765.1_ASM798976v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Furfurilactobacillus,Furfurilactobacillus siliginis,NCBI,RefSeq,GCF_007989765.1,Wheat sourdough,grains,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_1__DC18-F-AR__bin.20,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Furfurilactobacillus,Furfurilactobacillus sp.,Carlino et al. 2024,MAG,NA,ripened_cheese_a_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_1__FO007_71775__bin.32,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium_B,Fusobacterium_B sp.,Carlino et al. 2024,MAG,NA,fontina,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
C-R02.bin.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Galactobacter,Galactobacter sp. 1,Kothe et al. 2021,MAG,NA,raw canastra cheese,dairy,Brazil,"Minas Gerais, Brazil",prokaryote,MiFoDB_gamma_v1_prok
LeechJ_xxxx__AF59__bin.15,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Galactobacter,Galactobacter sp. 2,Carlino et al. 2024,MAG,NA,pentaclehtra_macrophylla_oil_bean,seed,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_2__M-20__bin.12,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Galactobacter,Galactobacter valiniphilus,Carlino et al. 2024,MAG,NA,raw_milk,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_2__C-22__bin.5,Bacteria,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Geobacillus,Geobacillus stearothermophilus,Carlino et al. 2024,MAG,NA,brine,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
SalvettiE_2016__SRS1050145__bin.18,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Microbacteriaceae,Glaciihabitans,Glaciihabitans sp.,Carlino et al. 2024,MAG,NA,vitis_vinifera_l_cv_corvina_grape_withering,fruit,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
EBC_089.14,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Globicatella,Globicatella sulfidifaciens,This paper,MAG,NA,Dawadawa,soy,Ghana,Ghana,prokaryote,MiFoDB_gamma_v1_prok
MortensenS_xxxx__WK045-2-L-48h-03H6_S88__bin.5,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconacetobacter,Gluconacetobacter dulcium,Carlino et al. 2024,MAG,NA,water_kefir_figs_dried_liquid,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MortensenS_xxxx__WK037-1-L-48h-03D8_S54__bin.3,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconacetobacter,Gluconacetobacter liquefaciens,Carlino et al. 2024,MAG,NA,water_kefir_figs_semi-dry_liquid,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MortensenS_xxxx__WK029-1-L-48h-03A3_S22__bin.5,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter,Gluconobacter albidus,Carlino et al. 2024,MAG,NA,water_kefir_figs_dried_liquid,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MortensenS_xxxx__WK006-1-L-48h-01H4_S46__bin.8,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter,Gluconobacter cadivus,Carlino et al. 2024,MAG,NA,water_kefir_figs_fresh_liquid,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_2020__ERS3967701__bin.5,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter,Gluconobacter oxydans subsp. 1,Carlino et al. 2024,MAG,NA,water_kefir,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MortensenS_xxxx__WK014-2-L-48h-02C2_S80__bin.8,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter,Gluconobacter oxydans subsp. 2,Carlino et al. 2024,MAG,NA,water_kefir_figs_fresh_liquid,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_2020__ERS3967724__bin.7,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter,Gluconobacter potus,Carlino et al. 2024,MAG,NA,NA,NA,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.3,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter,Gluconobacter sp. 1,Carlino et al. 2024,MAG,NA,water_kefir_figs_dried_liquid,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_2020__ERS3967728__bin.8,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter,Gluconobacter sp. 2,Carlino et al. 2024,MAG,NA,water_kefir_pear_ginger_and_sugar,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_2020__ERS3967697__bin.7,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter,Gluconobacter sp018811945,Carlino et al. 2024,MAG,NA,ginger,vegetable,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MortensenS_xxxx__WK038-2-L-48h-03E5_S60__bin.2,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter_A,Gluconobacter_A cerinus subsp. 1,Carlino et al. 2024,MAG,NA,water_kefir_figs_dried_liquid,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MortensenS_xxxx__WK059-2-L-48h-04H3_S37__bin.8,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter_A,Gluconobacter_A cerinus subsp. 2,Carlino et al. 2024,MAG,NA,water_kefir_figs_dried_liquid,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MortensenS_xxxx__WK007-2-L-48h-01I1_S52__bin.3,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter_A,Gluconobacter_A japonicus,Carlino et al. 2024,MAG,NA,water_kefir_figs_dried_liquid,sugar,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_2020__ERS3967690__bin.4,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter_A,Gluconobacter_A sp014132155,Carlino et al. 2024,MAG,NA,rye_bread_and_sugar_kvass,grains,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_CSIC_1__P2149_73322__bin.12,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Glutamicibacter,Glutamicibacter ardleyensis subsp. 1,Carlino et al. 2024,MAG,NA,cheese_2_after_ripening;rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
DeFilippisF_xxxx__DF_114__bin.22,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Glutamicibacter,Glutamicibacter ardleyensis subsp. 2,Carlino et al. 2024,MAG,NA,brie,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_TEAGASC_1__TGS04-29__bin.18,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Glutamicibacter,Glutamicibacter arilaitensis,Carlino et al. 2024,MAG,NA,cheese_1_after_ripening;rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
LeechJ_xxxx__AF59__bin.16,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Glutamicibacter,Glutamicibacter creatinolyticus,Carlino et al. 2024,MAG,NA,pentaclehtra_macrophylla_oil_bean,seed,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_2__V-29__bin.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Glutamicibacter,Glutamicibacter sp004320535,Carlino et al. 2024,MAG,NA,cheese_rind_1_t30,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_FFoQSI_1__VB-08-AG__bin.53,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Gordonia,Gordonia sp.,Carlino et al. 2024,MAG,NA,ripened_cheese_c2_rind,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
ZhaoCC_2020__SRS5803195__bin.39,Bacteria,Bacillota_A,Clostridia,Tissierellales,Gottschalkiaceae,Gottschalkia,Gottschalkia sp.,Carlino et al. 2024,MAG,NA,hongeo,seafood,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
MASTER_WP4_UNINA_1__PM007_71775__bin.9,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Gulbenkiania,Gulbenkiania mobilis,Carlino et al. 2024,MAG,NA,provolone_del_monaco,dairy,NA,NA,prokaryote,MiFoDB_gamma_v1_prok
